Student_ID,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Projects_Score,Total_Score,Grade
S3812,72.65,62.88,78.1,75.05,92.12,77.4935,C
S3813,42.34,95.93,89.47,89.13,67.44,75.394,C
S3814,67.87,53.78,62.27,55.77,69,60.733,D
S3815,89.05,59.19,76.19,53.2,66.36,69.2315,D
S3816,83.57,84.81,70.3,57.94,54.62,66.738,D
S3817,69.33,84.01,59.83,88.6,51.57,68.6925,D
S3818,91.6,94.73,80.74,87.97,72.61,84.0335,B
S3819,47.22,63.29,99.68,57.07,97.15,73.9795,C
S3820,94.6,70.88,68.26,51.55,95.86,77.052,C
S3821,90.79,68.04,77.62,84.26,90.49,82.2195,B
S3822,82.5,95.67,66.39,92.76,81.43,82.751,B
S3823,89.07,86.16,93.85,87.71,92.81,85.822,B
S3824,72.63,89.89,93.23,60.14,75.75,80.5455,B
S3825,80.51,47.99,58.94,79.19,59.01,60.282,D
S3826,73.64,87.51,95,87.87,84.21,82.9335,B
S3827,61.33,65.98,57.58,62.79,96.03,72.6345,C
S3828,74.13,41.4,54.77,76.39,50.98,55.923,F
S3829,55.45,43.61,82.65,65.72,62.57,58.7255,F
S3830,66.42,80.67,69.3,61.28,63.27,66.3495,D
S3831,56.85,62.32,76.54,98.48,54.95,64.6815,D
S3832,47.37,92.09,82.63,95.63,61.27,73.5915,C
S3833,59.31,84.06,52.64,72.28,69.2,70.0955,C
S3834,91.12,41.3,64.65,56.84,96.99,70.8915,C
S3835,62.86,81.21,73.05,86.4,93.01,80.462,B
S3836,84.88,51.54,63.33,62.79,97.3,70.8555,C
S3837,50.51,65.35,52.45,58.43,56.03,58.9085,F
S3838,65.47,77.48,54.33,69.08,51.4,61.303,D
S3839,46.89,92.36,90.09,76.49,55.49,71.093,C
S3840,48.32,67.37,95.57,54.87,95.71,77.206,C
S3841,77.05,88.51,57.61,78.59,57.87,71.6015,C
S3842,76.45,86.98,62.46,50.77,78.63,74.4375,C
S3843,52.8,64.87,82.61,94.59,61.38,67.922,D
S3844,68.47,70.06,97.71,96.04,51.03,71.96,C
S3845,91.8,82.03,64.98,86.65,54.23,73.0185,C
S3846,50.45,41.87,92.76,73.33,85.49,67.979,D
S3847,41.15,93.45,75.3,62.74,59.12,68.135,D
S3848,79.12,86.19,97.83,87.21,61.46,75.984,C
S3849,43.21,54.96,56.81,96.59,68.86,61.41,D
S3850,98.8,98.87,98.68,57.93,82.86,86.4955,B
S3851,76.58,50.76,72.05,73.29,73.47,66.5145,D
S3852,68.22,94.85,97.65,65.76,97.23,87.648,B
S3853,65.8,59.47,72.93,67.84,71.71,64.719,D
S3854,74.38,85.79,76.5,70.29,59.96,69.1815,D
S3855,45.44,67.38,90.24,97.59,76.81,71.984,C
S3856,95.8,84.19,86.13,62.93,72.54,78.002,C
S3857,77.54,49.35,80.98,74.63,89.36,72.4865,C
S3858,51.04,56.17,70.85,97.57,96.76,75.766,C
S3859,73.75,45.99,89.62,73.8,91.81,74.461,C
S3860,48,91.91,97.41,93.18,69.45,76.577,C
S3861,41.05,57.78,50.49,52.94,60.81,52.608,F
S3862,77.83,81.67,79.39,97.65,95.72,85.5715,B
S3863,78.91,89.21,93.3,59.38,69.3,78.152,C
S3864,75.02,94.09,82.66,99,88.51,86.0475,B
S3865,51.01,46.38,90.04,58.78,99.48,69.5395,D
S3866,76.21,93.58,94.75,72.22,78.87,80.067,B
S3867,43.39,51.84,87.55,65.43,73.99,62.671,D
S3868,76.55,84.21,85.85,71.66,84.99,80.3605,B
S3869,73.24,83.73,98.24,62.53,59.7,74.7575,C
S3870,79.32,40.51,93.18,98.27,74.41,72.4225,C
S3871,93.73,53.24,90.77,65.29,65.62,69.265,D
S3872,91.02,69.51,54.32,82.66,58.21,68.8875,D
S3873,98.84,65.2,61.95,56.87,80.51,75.2235,C
S3874,98.57,95.11,77.84,91.22,78.79,86.583,B
S3875,86.34,61.58,85.48,77.13,88.06,78.944,C
S3876,97.39,96.22,65.16,98.97,93.65,90.9795,A
S3877,92.04,67.57,54.67,71.17,61.02,66.012,D
S3878,83.65,97.86,65.55,59.77,88.99,79.574,C
S3879,44.52,84.24,88.55,67.3,68.37,73.1965,C
S3880,42.94,89.76,93.87,86.85,81.44,78.5285,C
S3881,90.26,46.29,95.65,82.96,92.51,79.438,C
S3882,69.38,75.17,68.94,88.92,62.81,71.3355,C
S3883,88.88,48.56,68.63,53.67,80.05,67.1385,D
S3884,58.78,57.86,70.34,79.02,74.02,66.646,D
S3885,63.86,77.41,68.79,96.61,89.53,78.47,C
S3886,82.01,83.57,83.31,55.4,84.86,77.7885,C
S3887,94.92,42.35,67.92,54.72,88.48,67.6195,D
S3888,45.27,71.86,51.02,85.83,64.4,63.0315,D
S3889,91.69,73.92,71.95,65.76,85.22,75.768,C
S3890,87.58,44.73,61.21,82.93,80.29,67.611,D
S3891,58.93,70.04,51.44,77.27,72.83,64.5715,D
S3892,61.31,82.83,73.54,99.3,68.92,75.076,C
S3893,42.79,43.19,60.3,94.45,66.58,60.04,D
S3894,40.94,85.62,72.64,83.9,50.48,64.866,D
S3895,68.62,74.59,63.89,63.08,58.48,64.426,D
S3896,45.73,89.99,80.19,63.1,52.95,68.5655,D
S3897,51.64,53.08,99.54,94.11,92.42,73.189,C
S3898,90.81,90,77.36,79.27,93,85.0725,B
S3899,74.26,45.67,82.34,89.46,92.31,72.9415,C
S3900,78.02,64.23,95.96,72.49,90.9,78.4535,C
S3901,51.25,51.97,68.7,55.15,61.07,55.976,F
S3902,89.72,92.56,58.33,66.63,74.59,75.7075,C
S3903,92.08,82.3,64.14,58.06,95.39,79.721,C
S3904,71.4,41.52,70.14,89.09,87.99,69.447,D
S3905,94.75,40.57,82.25,85.03,50.09,62.1775,D
S3906,90.69,57.47,50.23,54.42,72.97,66.0335,D
S3907,83.88,48.6,92.67,81.07,50.53,64.4685,D
S3908,84.04,77.82,53.8,93.71,64.03,69.626,D
S3909,46.32,79.83,95.03,84.87,71.79,75.234,C
S3910,56.25,96.52,97.47,75.56,94.64,85.496,B
S3911,44.01,97.12,99.51,65.59,82.72,77.948,C
S3912,40.52,79.53,90.48,94.35,68.12,70.2385,C
S3913,49.5,40.34,57.09,71.14,74.53,59.5315,F
S3914,92.83,61.54,85.31,92.77,90.87,82.159,B
S3915,54.39,70.79,60.17,89.15,64.98,65.8255,D
S3916,98.21,69.95,94.86,90.81,80.75,81.284,B
S3917,75.84,76.2,65.83,99.49,63.11,71.4875,C
S3918,54.24,97.63,66.34,87.44,74,76.6185,C
S3919,69.83,93.11,95.88,51.7,51.23,73.068,C
S3920,53.15,46.53,50.66,60.27,92.61,63.794,D
S3921,99.04,55.96,59.7,51.76,52.42,60.088,D
S3922,90.84,89.99,71.1,59.5,61.22,71.3195,C
S3923,41.57,89.46,85.04,53.07,66.68,67.5425,D
S3924,96.87,56.52,82.38,75.08,81.26,76.1535,C
S3925,83.26,83.84,83.47,51.41,86,77.7105,C
S3926,44.94,80.32,94,73.63,54.02,66.9,D
S3927,80.24,68.41,56.05,94.94,52.17,66.186,D
S3928,78.82,52.09,76.11,87.43,89.95,73.53,C
S3929,53.13,93.32,86.27,97.2,85.61,82.988,B
S3930,85.51,80.67,81.81,61.33,91.58,81.7775,B
S3931,45.22,50.14,72.42,76.55,83.83,65.18,D
S3932,69.37,82.29,50.86,65.93,87.55,75.95,C
S3933,40.6,84.49,53.02,74.69,68.95,66.7795,D
S3934,98.12,93.21,55.95,77.85,79.51,79.856,C
S3935,85.09,53.37,67.16,51.81,90.27,72.462,C
S3936,49.53,99.33,55.88,61.66,58.61,68.083,D
S3937,60.5,49.2,71.3,85.24,71.14,65.896,D
S3938,49.63,76.04,58.93,88.65,87.02,73.47,C
S3939,86,79.43,88.96,78.47,76.63,78.8325,C
S3940,43.53,65.14,93.57,63.54,84.08,70.173,C
S3941,90.42,68.5,69.48,70.25,64.64,70.797,C
S3942,96.53,93.45,75.57,54.8,51.62,70.7985,C
S3943,80.6,78.72,97.67,97.66,51.46,75.7245,C
S3944,52.78,69.82,76.78,93.43,97.14,77.224,C
S3945,61.61,47.7,99.75,53.28,97.23,73.776,C
S3946,68.63,40.44,57.11,58.32,60.56,55.466,F
S3947,76.28,47.5,93.11,79.05,57.37,64.9945,D
S3948,80.12,97.37,74.86,61.62,50.91,72.7145,C
S3949,73.25,85.85,51.14,96.72,61.56,71.396,C
S3950,61.08,98.03,98.61,87.78,66.72,78.505,C
S3951,93.46,42.14,98.25,63.66,62.06,64.6455,D
S3952,44.88,80.81,69.16,50.31,89.87,73.5005,C
S3953,67.98,42.66,97.71,89.97,87.47,75.1815,C
S3954,86.53,86.92,57.05,71.2,54.05,67.422,D
S3955,43.65,62.86,84.01,82.12,84.87,70.082,C
S3956,82.32,45.75,59.6,64.35,76.03,63.3795,D
S3957,89.18,74.08,62.33,57.14,56.61,68.6285,D
S3958,79.65,56.81,88.97,83.77,86.98,74.9915,C
S3959,40.78,79.57,68.87,72.52,54.3,60.717,D
S3960,50.81,79.49,50.36,61.76,58.86,59.792,F
S3961,60.53,82.3,70.71,56.88,57.46,66.837,D
S3962,54.02,99.55,61.4,79.02,96.95,83.6275,B
S3963,97.76,63.2,84.17,86.28,84.91,79.1555,C
S3964,79.1,67.92,59.72,64.19,70.56,66.07,D
S3965,57.82,88.28,92.11,86.76,91.11,83.4985,B
S3966,95.78,74.7,63.35,59.16,60.8,67.7505,D
S3967,84.44,42.24,69.65,66.92,96.55,69.6505,D
S3968,57.08,90.58,64.9,87.24,84.85,79.551,C
S3969,62.73,43.09,82.2,83.01,77.98,68.562,D
S3970,51.97,50.25,55.06,63.53,89.73,66.769,D
S3971,98.26,46.12,73.9,56.11,82.24,70.007,C
S3972,71.04,44.68,66.72,52.12,94.36,66.824,D
S3973,93.76,41.54,94.21,91.9,91.46,79.0585,C
S3974,60.79,43.3,53.67,53.76,59.89,52.237,F
S3975,91.65,66.55,91.48,55.74,61.98,69.49,D
S3976,43.23,55.17,58.38,61.89,53.25,52.478,F
S3977,98.93,47.59,54.43,72.28,61.01,65.1925,D
S3978,94.72,79.52,60.12,89.49,67.17,75.856,C
S3979,61.79,53.57,55.13,62.37,51.44,53.2695,F
S3980,86.48,41.14,76.05,77.18,65.75,62.5725,D
S3981,85.14,65.11,99.41,54.52,88.58,80.201,B
S3982,94.08,58.63,51.72,73.23,92.02,75.4665,C
S3983,58.44,59.12,73.06,58.88,50.44,58.88,F
S3984,67.93,66.72,69.3,60.56,50.36,59.4085,F
S3985,91.9,80.13,66.98,68.34,57.32,70.2945,C
S3986,86.71,76.99,66.59,88.07,93.63,82.1535,B
S3987,63.61,96.24,94.75,87.2,73.46,83.232,B
S3988,90.74,71.06,50.95,70.75,99.15,76.6835,C
S3989,42.82,68.35,88.75,55.93,94.37,73.302,C
S3990,86.92,52.8,62.65,64.03,94.51,71.1815,C
S3991,52.41,85.32,69.16,75.27,56.42,66.2385,D
S3992,57.17,48.45,71.01,93.47,73.76,63.8145,D
S3993,69.59,69.47,65.24,98.41,99.68,81.517,B
S3994,66.98,65.28,54.68,81.87,57.45,61.266,D
S3995,71.23,79.5,55.72,67.53,78.71,71.3685,C
S3996,72.69,95.06,64.91,84.67,67.21,75.075,C
S3997,59.89,96.8,91.09,66.81,69.39,78.675,C
S3998,50.51,50.07,56.73,81.27,94.54,68.8825,D
S3999,86.11,55.71,87.13,62.19,79.4,70.2425,C
S4000,64,88.7,64.44,63.35,87.94,74.493,C
S4001,70.35,71.1,94.17,53.76,83.66,75.682,C
S4002,78.68,67.18,71.42,71.01,76.45,71.486,C
S4003,94.58,82.64,58.59,80.91,89.59,79.9835,C
S4004,82.45,76.12,99.29,89.44,98.54,88.762,B
S4005,42.73,98.24,58.83,90.52,98.34,78.993,C
S4006,90.31,75.04,78.38,99.62,89.47,85.7365,B
S4007,99.36,67.96,78.46,54.39,74.37,71.533,C
S4008,68.35,72.57,68.64,74.66,58.16,64.195,D
S4009,98.18,88.51,97.57,76.07,52.22,76.318,C
S4010,72.84,76.76,92.19,90.23,61.57,73.9835,C
S4011,67.58,78.82,91.49,63.32,67.01,71.0805,C
S4012,59.88,98.29,98.71,53.47,56.49,74.335,C
S4013,79.45,77.1,72.86,65.69,61.24,68.8525,D
S4014,53.79,62.82,54.86,99.2,54.18,58.3715,F
S4015,46.3,81.48,88.27,94.97,76.18,77.2965,C
S4016,41.63,79.57,69.04,69.76,56.32,65.085,D
S4017,57.54,40.83,59.52,93.81,87.14,66.3845,D
S4018,63.75,68.04,74.16,51.64,66.63,66.8845,D
S4019,73.12,84.57,96.29,65.71,83.6,78.81,C
S4020,57.56,69.94,58.57,86.34,94.13,73.1225,C
S4021,99.04,86.78,92.43,61.07,54.3,74.4375,C
S4022,57.5,67.05,70.91,59.92,99.45,76.656,C
S4023,66.46,99,56.84,93.09,82.26,79.792,C
S4024,46.2,57.57,92.42,80.8,52.67,59.1015,F
S4025,55.64,45.53,98.48,99.45,65.7,66.0555,D
S4026,42.9,65.8,64.56,56.73,94.31,66.575,D
S4027,73.57,72.5,65.18,67.81,79.81,70.8515,C
S4028,85.06,60.95,69.53,65.56,64.36,66.565,D
S4029,51.74,54.54,90.71,94.01,97.02,75.1245,C
S4030,62.07,80.32,50.52,62.76,89.36,70.2175,C
S4031,41,62.63,61.2,67.67,86.78,64.3685,D
S4032,90.37,77.88,85.29,57.14,94.42,82.614,B
S4033,86.8,86.74,70.28,88.77,88.49,84.151,B
S4034,43.8,85.66,66.51,61.89,64.34,65.4775,D
S4035,61.89,62.52,93.61,53.42,79.19,71.709,C
S4036,97.32,74.07,95.87,71.76,92.11,83.12,B
S4037,63.52,66.98,97.4,69.57,59.04,66.162,D
S4038,71.57,92.25,63.63,58.88,58.15,70.8705,C
S4039,61.31,92.73,95.63,56.68,57.95,71.4715,C
S4040,75.77,60.62,86.85,94.83,59.71,69.104,D
S4041,98.69,45.5,57.71,53.39,55.16,61.462,D
S4042,99.85,50.05,80.51,54.97,91.88,74.7475,C
S4043,86.48,62.02,51.32,62.25,90.92,69.691,D
S4044,64.26,73.85,85.42,97.64,57.57,72.6395,C
S4045,69.67,79.41,86.68,54.27,85.28,74.386,C
S4046,61.4,59.88,89.47,90.8,81.35,74.3955,C
S4047,99.13,80.05,58.63,94.6,63.81,73.8945,C
S4048,82.47,96.26,81.41,68.89,61.37,76.297,C
S4049,66.94,79.12,58.94,64.69,62.53,66.625,D
S4050,40.73,49.51,97.33,83.87,86.53,69.4725,D
S4051,71.23,74.78,83.75,85.13,65.97,74.116,C
S4052,99.04,72.51,54.77,89,63.9,73.924,C
S4053,71.38,92.24,59.35,91.53,51.12,67.5885,D
S4054,50.95,61.02,83.17,63.42,95.41,74.338,C
S4055,41.33,65.38,73.83,84.35,87.64,68.991,D
S4056,61.28,75.92,86.81,56.75,73.64,69.3605,D
S4057,95.09,71.47,64.04,75.54,97.15,83.216,B
S4058,99.79,83.14,82.9,80.64,64.68,78.1015,C
S4059,96.72,42.42,58.85,58.09,83.74,65.6365,D
S4060,83.77,73.81,77.19,53.83,65.26,70.4075,C
S4061,73.49,47.3,97.89,59.74,65.73,64.54,D
S4062,75.44,58.91,81.41,71.03,92.24,75.35,C
S4063,72.34,79.7,52.5,94.39,89.35,78.02,C
S4064,82.42,49.44,99.44,76.6,64.71,71.057,C
S4065,65.13,58.53,57.84,87.42,54.07,58.056,F
S4066,80.15,82.18,85.9,58.71,67.88,72.7575,C
S4067,47.3,79.05,76.63,55.3,88,70.762,C
S4068,55.94,45.46,64.72,61.98,55.03,52.656,F
S4069,90.16,74.64,58.87,65.69,83.61,77.3965,C
S4070,94.22,48.84,58.89,77.41,94.49,75.9445,C
S4071,72.34,55.14,92.92,94.06,58.96,69.413,D
S4072,41.9,67.55,93.65,71.3,93.11,75.498,C
S4073,95.62,46.56,73.26,75.94,52.57,64.577,D
S4074,82.12,99.62,55.18,50.23,83.34,75.815,C
S4075,64.84,49.92,94.21,51.67,89.55,68.9645,D
S4076,75.9,86.88,74.35,54.19,72.24,72.9335,C
S4077,65.79,89.79,71.94,84.95,60.19,73.819,C
S4078,67.92,99.67,70.37,74.31,96.24,84.324,B
S4079,93.21,65.72,68.25,59.65,51,64.434,D
S4080,49.67,92.45,76.3,79.63,77.75,74.441,C
S4081,46.22,97.45,80.23,77.23,68.64,74.885,C
S4082,40.16,50.37,73.32,54.44,73.05,61.4135,D
S4083,58.84,68.77,94.83,82.02,76.83,73.144,C
S4084,48.84,43.6,65.88,88.36,76.74,63.061,D
S4085,53.2,77.24,78.92,64.33,60.18,65.275,D
S4086,40.67,74.88,65,84.37,83.99,72.1695,C
S4087,53.63,52.25,87.67,59.99,50.96,57.9195,F
S4088,59.96,87.87,55.11,87.84,51.06,65.025,D
S4089,41.89,42.24,59.43,95.59,73.92,59.593,F
S4090,76.47,88.37,90.06,72.09,77.1,77.866,C
S4091,74.13,41.6,59.16,62.23,63.74,60.0685,D
S4092,45.82,79.41,81.29,69.96,77.58,73.979,C
S4093,75.7,44.73,98.51,62.5,75.81,68.692,D
S4094,99.92,55.07,76.14,50.06,67.46,66.5255,D
S4095,96.67,83.31,59.37,82.52,82.59,80.5875,B
S4096,40.16,56.82,66.03,52.13,97.9,66.9765,D
S4097,87.72,70.67,91.17,60.52,74.54,74.175,C
S4098,61.22,94.91,67.58,86.12,89.3,78.6395,C
S4099,43.82,42.98,86.18,83.29,62.38,61.738,D
S4100,57.76,88.66,88.87,53.67,88.1,79.9415,C
S4101,59.3,43.92,75.06,83,82.45,68.314,D
S4102,71.39,47.61,89.16,96.53,81.98,72.432,C
S4103,79.67,47.16,65.85,53.73,94.65,71.151,C
S4104,84.94,99.65,75.81,70.78,61.67,77.509,C
S4105,54.75,50.81,84.33,86.47,68.42,64.6125,D
S4106,59.31,93.81,58.4,83.39,54.15,69.908,D
S4107,58.5,99.46,63.68,61.33,86.31,80.213,B
S4108,61.76,63.03,82.6,58.15,92.19,75.3785,C
S4109,99.98,77.86,82.77,89.21,70.29,80.7655,B
S4110,86.68,86.75,74.67,97.81,67.84,79.763,C
S4111,98.5,63.56,89.78,88.38,82.93,81.099,B
S4112,81.59,49.71,74.1,98.16,53.78,66.001,D
S4113,64.38,66.03,94.07,80.25,64.69,70.172,C
S4114,63.38,86.31,86.8,96.45,68.31,75.1525,C
S4115,69.31,86.85,65.73,84.52,75.93,77.0395,C
S4116,65.01,53.83,69.76,95.44,73.83,69.966,D
S4117,89.7,50.5,83.38,58.08,60.43,64.229,D
S4118,67.9,95.23,94.72,90.78,77.04,84.3055,B
S4119,57.74,42.64,58.94,59.84,96.29,64.403,D
S4120,86.49,84.08,75.73,51.37,51.35,70.61,C
S4121,91.27,42.79,55.94,75.88,84.02,68.988,D
S4122,65.23,90.27,63.97,65.91,81.24,75.7555,C
S4123,80.07,94.32,84.3,52.18,96.22,86.2195,B
S4124,43.53,57.85,53.89,99.02,82.27,67.7235,D
S4125,71.77,44.44,83.12,83.32,81.24,71.5075,C
S4126,42.7,68.84,95.04,95.09,88.49,78.432,C
S4127,41.75,57.91,98.47,99.95,63.39,64.7875,D
S4128,76.78,65.03,60.83,69.6,79.79,68.411,D
S4129,58.2,79.9,87.44,62.74,75.97,75.016,C
S4130,84.55,52.59,96.32,59.19,71.92,72.503,C
S4131,93.76,61.42,54.57,75.76,53.97,62.9115,D
S4132,48.36,86.95,70.7,80.3,64.63,67.0605,D
S4133,83.47,78.63,95.97,73.62,64,74.7505,C
S4134,70.87,59.58,60.14,69.36,86.21,69.2605,D
S4135,46.73,79.86,96.69,58.41,96.03,79.933,C
S4136,79.1,85.92,76.36,72.09,61.54,70.71,C
S4137,76.57,75.55,54.99,54.26,53.73,61.2315,D
S4138,70.94,54.37,72.49,93.25,100,78.902,C
S4139,95.59,40.01,66.31,52.35,84.56,65.6655,D
S4140,71.26,88.17,64.11,69.03,94.32,81.342,B
S4141,99.43,89.36,77.07,55.01,57.19,73.278,C
S4142,70.55,81.86,74.18,88.75,90.04,81.3765,B
S4143,46.95,44.59,74.1,65.64,90.67,63.44,D
S4144,68.23,75.11,54.41,55.66,57.57,61.4455,D
S4145,50.94,89.26,90.12,76.57,58.07,70.677,C
S4146,75.83,63.38,74.07,95.81,64.77,71.627,C
S4147,81.59,51.88,91.05,95.43,60.84,69.476,D
S4148,68.11,75.26,91.23,62.48,98.77,78.82,C
S4149,45.86,89.58,65.86,85.98,68.15,72.206,C
S4150,68.12,42.93,50.22,51.51,88.07,60.3305,D
S4151,44.89,75.82,95.56,56.59,90.25,77.4265,C
S4152,80.93,78.59,88.03,74.97,69.3,74.3385,C
S4153,87.42,76.14,55.36,61.44,84.13,74.275,C
S4154,97.74,79,85.09,89.91,55.39,73.1425,C
S4155,48.93,77.88,51,96.55,69.85,67.8795,D
S4156,71.95,47.82,51.39,50.22,98.37,67.474,D
S4157,74.05,54.1,76.29,61.65,58.43,61.82,D
S4158,95.35,77.14,54.8,71.98,69.29,69.9725,D
S4159,77.64,41.06,98.22,78.15,89.53,75.713,C
S4160,48.73,78.08,94.69,95.8,83.27,79.609,C
S4161,66.18,79.92,82.49,94.59,81.58,79.3785,C
S4162,79.29,54.35,53.19,81.86,92.66,72.3035,C
S4163,82.02,75.89,66.24,62.87,51.45,66.4085,D
S4164,91.78,72.05,68.59,89.16,88.56,78.272,C
S4165,50.83,55.64,74.04,60.13,94.13,71.5575,C
S4166,97.09,67.78,58.45,98.26,50.81,66.77,D
S4167,43.55,94.58,78.88,50.29,77.95,73.7035,C
S4168,99.03,65.6,71.79,78.49,67.43,73.136,C
S4169,91.47,77.79,97.36,54.42,52.54,72.161,C
S4170,79.62,42.12,96.81,70.38,70.89,69.6945,D
S4171,84.1,44.67,78.27,81.75,82.2,69.838,D
S4172,44.36,44.88,82.22,84.48,95.95,71.185,C
S4173,42.49,86.69,56.89,89.28,81.03,72.8065,C
S4174,46.11,61.02,61.17,79.67,92.84,67.546,D
S4175,45.24,53.66,95.04,62.57,56.08,59.608,F
S4176,72.84,84.84,84.96,94.46,60.53,76.675,C
S4177,52.93,50.2,59.47,90.56,98.51,69.594,D
S4178,91.61,54.79,78.51,58,94.37,75.7365,C
S4179,66.74,65.86,96.74,91.33,61.76,71.093,C
S4180,81.73,59.89,67.26,98.63,81.05,74.589,C
S4181,79.17,75.12,59.29,81.86,68.13,72.594,C
S4182,59.19,60.27,97.1,64.09,73.43,67.819,D
S4183,54.59,63.58,73.06,80.33,93.04,73.5125,C
S4184,60.55,91.77,70.86,67.13,86.79,77.524,C
S4185,87.8,93.07,63.38,83.8,61.92,74.3805,C
S4186,75.18,89.66,94.58,77.24,65.8,79.943,C
S4187,55.21,91.89,92.28,96.47,64.49,74.13,C
S4188,89.07,74.18,70.15,80.9,89.03,77.837,C
S4189,43.29,78.77,51.53,60.7,74.5,66.0005,D
S4190,81.95,73.43,72.33,86.26,97.54,80.7025,B
S4191,66.35,87.14,59.04,65.04,90.83,77.9615,C
S4192,83.88,73.06,57.14,63.62,60.56,68.108,D
S4193,95.65,46.66,69.65,69.59,89.3,71.484,C
S4194,85,88.57,54.95,50.6,75.3,71.745,C
S4195,66.52,85.64,97.87,98.46,62.69,75.4465,C
S4196,49.06,89.22,52.38,76.62,68.17,66.634,D
S4197,88.38,51.43,70.07,88.67,98.61,76.41,C
S4198,67.64,56.3,58.14,62.89,74.2,65.836,D
S4199,44.52,57.75,84.44,87.33,85.98,72.1585,C
S4200,83.14,70.48,53.94,78.36,73.85,68.183,D
S4201,57.51,48.03,77.34,71.21,68.58,64.3,D
S4202,42.93,63.12,88.66,98.53,89.82,72.7125,C
S4203,94.17,50.93,97.5,74.69,92.42,79.953,C
S4204,68.99,55.89,84.93,82.87,53.59,62.1795,D
S4205,56.86,82.38,54.97,50.77,63.95,61.9415,D
S4206,82.98,91.29,54.43,65.07,75.39,76.358,C
S4207,93.15,41.37,86.58,94.43,65.82,68.826,D
S4208,40.02,73.95,60.77,87.95,89.18,72.15,C
S4209,81.27,42.16,72.36,76.84,55.74,60.1155,D
S4210,86.02,45.11,98.83,95.01,89.89,75.808,C
S4211,52.6,82.31,91,74.31,80.89,77.5155,C
S4212,69.38,84.14,92.33,78.33,64.47,76.5655,C
S4213,45.36,88.84,93.04,69.11,67.22,70.252,C
S4214,84.8,68.45,80.98,81,59.14,69.7015,D
S4215,90.85,91.59,87.2,65.95,62.63,77.774,C
S4216,46.49,50.01,67.95,69.27,85.86,65.3785,D
S4217,88.99,54.98,99.92,98.32,68.79,75.4405,C
S4218,86.29,48.07,63.98,55.57,84.37,68.891,D
S4219,60.81,87.85,79.5,55.26,75.71,76.083,C
S4220,81.42,53.72,64.1,52.17,57.26,59.608,F
S4221,40,49.33,55.6,66,74.95,58.5425,F
S4222,95.91,77.39,78.38,69.91,87.82,82.323,B
S4223,73.02,44.62,67.67,54.73,64.88,60.1555,D
S4224,77.22,42.69,79.16,77.46,82.4,68.5305,D
S4225,79.88,46.4,77.93,79.17,59.95,64.2935,D
S4226,73.68,40.01,77.11,87.55,56.78,61.66,D
S4227,91.41,81.82,56.17,98.8,68.01,75.8,C
S4228,76.58,73.73,72.01,80.97,69.46,70.681,C
S4229,94.47,52.59,90.6,55.58,88.05,75.411,C
S4230,74.94,53.98,65.76,54.43,73,66.363,D
S4231,50.27,88.66,72.19,88.88,54.06,69.985,D
S4232,94.81,70.11,74.69,82.52,81.7,79.4695,C
S4233,80.9,81.91,93.14,58.1,73.46,77.9165,C
S4234,81.95,67.17,82.78,62.67,66.58,68.508,D
S4235,99.13,54.26,55.01,87.51,90.11,74.765,C
S4236,44.51,98.22,93.26,78.31,57.72,70.9225,C
S4237,65.72,73.94,91.6,79.25,95.66,82.791,B
S4238,54.35,47.86,87.68,60.5,66.7,60.7845,D
S4239,77.83,64.37,73.3,81.45,73.05,72.657,C
S4240,88.41,59.76,87.88,88.53,96.46,83.2495,B
S4241,97.98,52.85,73.94,94.26,88.06,79.3045,C
S4242,67.28,96.01,86.83,86.84,53.72,75.689,C
S4243,87.17,92.86,94.01,78.82,78.91,84.772,B
S4244,95.02,51.95,94.53,83.66,65.52,72.432,C
S4245,81,61.13,72.73,74.26,75.42,69.999,D
S4246,54.56,85.74,92.97,61.34,87.15,76.7285,C
S4247,76.47,52.51,55.07,94.11,74.81,65.3675,D
S4248,98.2,75.49,55.09,76.63,53.55,66.504,D
S4249,99.25,81.99,77.41,79.72,76.5,82.5885,B
S4250,78.54,79.24,82.59,99.51,51.21,70.1135,C
S4251,93.22,82.38,57.65,99.25,67.42,76.9965,C
S4252,52.02,82.4,73.61,79.32,73.9,70.4715,C
S4253,54.76,97.89,54.72,51.7,82.23,75.6085,C
S4254,97.17,60.79,80.1,69.81,75.31,73.197,C
S4255,48.11,92.72,92.75,96.86,57.6,73.335,C
S4256,51.47,41.31,86.88,64.42,96.61,68.53,D
S4257,65.23,57.29,68.91,99.96,82.51,73.2725,C
S4258,75.38,42.92,99.69,54.22,65.85,63.2575,D
S4259,76.23,79.07,83.15,78.41,98.3,85.1605,B
S4260,57.52,46.05,90.76,75.77,94.13,72.8555,C
S4261,95.24,90.74,83.48,62.77,57.17,74.021,C
S4262,94.91,78.8,99.47,97.43,82.77,83.756,B
S4263,63.52,41.73,91.07,80.96,78,68.992,D
S4264,66.06,82.89,75.97,61.51,59.64,67.165,D
S4265,82.15,91.72,68.34,69.2,61.67,75.3695,C
S4266,79.78,79.67,84.11,86.06,78.19,77.214,C
S4267,62.94,41.83,79.51,64.88,66.06,61.211,D
S4268,64.85,91.48,81.47,93.98,91.74,85.198,B
S4269,60.88,83.95,67.15,58.28,54.89,65.777,D
S4270,54.12,62.71,71.44,63.23,95.7,71.1245,C
