Student_ID,Attendance (%),Study_Hours_per_Week,Sleep_Hours_per_Night,Extracurricular_Activities
S5501,74.31,9.3,8.9,Yes
S5502,86.7,20,8.3,Yes
S5503,88.7,17.5,4,No
S5504,89.23,5.7,4.9,No
S5505,61.41,13,8.6,No
S5506,59.63,9.8,6.7,Yes
S5507,79.5,14.8,7.8,Yes
S5508,87.05,11,6.5,Yes
S5509,65.96,25.9,7.9,Yes
S5510,55.24,22.4,4.7,Yes
S5511,85.84,23.5,7.7,No
S5512,64.98,14,8.3,Yes
S5513,58.32,5.1,5.3,Yes
S5514,57.39,10.5,5.8,Yes
S5515,65.75,23.9,7,Yes
S5516,79.63,20.1,8.3,Yes
S5517,67.92,18.5,8.5,Yes
S5518,51.03,12,6.7,No
S5519,54.85,6.9,7.3,No
S5520,64.53,24.6,8.4,Yes
S5521,82.99,6,5.2,No
S5522,54.93,6.5,8.1,No
S5523,78.03,12.4,5.3,Yes
S5524,55.99,19.3,6.9,Yes
S5525,60.58,29.8,8.7,Yes
S5526,58.61,7.3,6.6,No
S5527,53.36,16.8,4.5,Yes
S5528,83.57,20,8.5,No
S5529,73.17,25.6,6.9,Yes
S5530,91.55,22.2,4.4,No
S5531,54.94,25.2,4.1,Yes
S5532,57.24,18.1,5.3,No
S5533,65.32,15.8,4.6,Yes
S5534,88.29,20.5,7.1,Yes
S5535,65.29,27.5,7,Yes
S5536,70.42,18.8,8.2,Yes
S5537,65.08,20.1,6.6,Yes
S5538,54.01,13.4,5.3,Yes
S5539,96.97,19.9,4.3,No
S5540,77.43,20.7,4.1,No
S5541,89.39,23.8,8.6,No
S5542,82.92,19.3,4.7,Yes
S5543,75.71,9.9,6.5,No
S5544,54.48,19.5,8,Yes
S5545,82.14,12.4,8.6,No
S5546,57.77,7.2,5,Yes
S5547,70.72,25.6,5.2,No
S5548,81.46,6.7,4.9,No
S5549,89.11,20.8,4.8,No
S5550,84.25,29.7,6.3,Yes
S5551,83.58,7.2,7.2,Yes
S5552,57.45,10.5,7.5,Yes
S5553,67.31,24,5.6,No
S5554,52.15,7.4,7.1,Yes
S5555,85.97,25.8,4,Yes
S5556,97.63,5,8.4,Yes
S5557,63.21,27.2,8.3,No
S5558,54.38,6.7,6.7,Yes
S5559,73.78,28,5.2,Yes
S5560,92.83,26.6,8.9,No
S5561,77.6,18.5,8.1,No
S5562,52.34,24.4,4.1,No
S5563,98.71,6.9,6.3,No
S5564,91.43,8.4,4.5,Yes
S5565,56.58,14.2,4.7,Yes
S5566,96.09,18.4,4,Yes
S5567,72.53,26.7,7.4,No
S5568,68.59,18.6,5.3,No
S5569,73.05,21.6,5.5,Yes
S5570,91.73,22,4.2,Yes
S5571,82.97,26.9,4,Yes
S5572,52.96,24.4,8,No
S5573,97.88,29.4,7.3,No
S5574,57.39,5.5,5.9,Yes
S5575,87.28,10.2,4.3,No
S5576,81.81,28.3,7.9,Yes
S5577,59.38,24.8,8.6,No
S5578,58.54,11.7,6.6,No
S5579,93.52,29.4,4.7,Yes
S5580,70.98,26.7,7.3,No
S5581,82.73,6.6,4.4,Yes
S5582,75.2,25.3,4.8,No
S5583,86.37,24.6,6.4,No
S5584,73.96,10.5,5.2,No
S5585,64.37,21.7,8.7,Yes
S5586,68.17,29.3,8,No
S5587,92.95,21.9,5.4,Yes
S5588,73.4,25.3,8.8,No
S5589,60.67,7.5,5.9,Yes
S5590,96.73,23.2,6.8,Yes
S5591,89.83,10.1,6.8,Yes
S5592,52.78,6.8,7.2,Yes
S5593,99.95,18.8,5.2,Yes
S5594,84.75,23.8,8.6,Yes
S5595,58.01,18.7,5.3,Yes
S5596,61.86,28.3,7.3,No
S5597,84.62,22.4,7.8,Yes
S5598,88.99,7.9,8.4,Yes
S5599,61.95,28.4,6.3,Yes
S5600,62.85,8.8,7.6,No
S5601,65.36,24,4.4,Yes
S5602,79.9,8.7,7.9,Yes
S5603,58.59,30,7.8,No
S5604,55.21,13.3,6.1,Yes
S5605,83.94,17.4,5.6,Yes
S5606,88.95,16.7,5.9,No
S5607,75.05,7.5,4.5,Yes
S5608,68.19,17.4,7.2,Yes
S5609,71.6,8.7,8.6,Yes
S5610,69.42,25,7.3,Yes
S5611,98,29,6.9,No
S5612,88.4,25.2,9,Yes
S5613,60.4,15.8,6.7,No
S5614,69.21,5.1,5.7,Yes
S5615,77.2,5.9,7.5,No
S5616,80.65,17.4,6.6,Yes
S5617,73.41,22,8.9,No
S5618,90.51,25.5,8.5,No
S5619,88.38,20,8.7,Yes
S5620,75.26,29.5,4,Yes
S5621,92.72,17.3,5.7,No
S5622,87.55,20,7.1,Yes
S5623,88.93,10.8,5.5,Yes
S5624,97.82,13.5,7.3,Yes
S5625,63.32,22.1,7.6,Yes
S5626,63.38,20,7.1,No
S5627,94.45,14.2,6.3,Yes
S5628,88.61,7.8,7.5,Yes
S5629,96.33,13.6,7.9,No
S5630,53.16,6.1,7.5,Yes
S5631,81.39,19.5,8.1,No
S5632,57.23,13.1,8.7,Yes
S5633,75.19,14.5,4.5,Yes
S5634,57.79,19.4,8.5,No
S5635,56.4,19.5,5.4,No
S5636,50.61,19.7,6.8,No
S5637,81.51,17.3,8.7,No
S5638,67.95,17.2,7.1,Yes
S5639,55.26,25.5,4.4,Yes
S5640,66.14,16.7,6.5,Yes
S5641,58.45,18.4,8.5,Yes
S5642,97.08,29.7,6.1,No
S5643,66,9.5,8.2,Yes
S5644,66.7,23.2,8,Yes
S5645,91.99,16.8,8.5,Yes
S5646,82.39,25.8,5.3,Yes
S5647,85.51,15.1,6.5,No
S5648,81.8,12.6,5.7,No
S5649,97.31,10.2,6.7,No
S5650,60.35,26.8,4.1,No
S5651,99.45,23,5.2,Yes
S5652,91.55,6.9,8.9,No
S5653,79.45,22.8,7,Yes
S5654,83.12,5.9,4.9,No
S5655,82.44,9.5,6.5,Yes
S5656,52.92,19.8,7.5,Yes
S5657,60.9,16.6,7,Yes
S5658,98.07,26,6.5,No
S5659,76.72,20.2,7.4,Yes
S5660,68.92,29.1,4.8,Yes
S5661,88.1,26.4,6.2,Yes
S5662,76.23,13.5,7.8,Yes
S5663,50.66,25.9,6.9,No
S5664,86.81,26.7,8.5,No
S5665,86.61,29.2,6.2,Yes
S5666,58.26,5.3,4.7,No
S5667,97.83,26.9,4.2,No
S5668,61.2,6.7,6.4,Yes
S5669,72.89,18.2,6.2,Yes
S5670,55.74,15.4,5.3,No
S5671,80.16,28,7,No
S5672,68.77,15.1,5.3,No
S5673,67.66,19.9,5.1,No
S5674,91.35,22.3,7.1,No
S5675,50.48,5.5,8.7,No
S5676,89.9,19.8,5,Yes
S5677,78.57,17.9,4.9,No
S5678,99.3,19.9,6.6,Yes
S5679,79.47,6.9,4.6,Yes
S5680,52.77,6.4,5.5,No
S5681,52.53,9.4,9,No
S5682,94.16,26.7,8.2,Yes
S5683,92.06,13.9,7.5,No
S5684,67.29,15.9,4.1,No
S5685,80.9,14.8,5.3,Yes
S5686,74.48,22.9,6.8,No
S5687,98.36,11.5,7.6,Yes
S5688,97.5,6.7,7.3,Yes
S5689,99.19,14.5,4.9,No
S5690,93.32,23.2,6.3,Yes
S5691,95.48,27.9,5,Yes
S5692,60.86,6.3,8.6,Yes
S5693,91.55,25.3,6.8,No
S5694,85.44,6.7,6,No
S5695,98.14,13.3,8.6,No
S5696,78.56,5.6,8.5,No
S5697,54.26,27.8,6.5,Yes
S5698,79.87,22.7,7.4,Yes
S5699,84.33,14.2,5.6,No
S5700,61.02,14.4,5.5,Yes
S5701,69.71,21,6.7,Yes
S5702,79.93,7.2,8.2,No
S5703,68.71,8.6,7,No
S5704,68.75,26.2,6.3,No
S5705,56.65,10.1,7.3,Yes
S5706,97.04,23.2,8.1,No
S5707,87.52,10.6,7.9,No
S5708,50.06,7.2,5.9,Yes
S5709,88.28,27.5,8.7,No
S5710,86.99,27.5,4.1,No
S5711,50.49,20.1,6.3,Yes
S5712,68.48,16.6,8.5,No
S5713,80.34,18.8,7.5,No
S5714,72.64,15.2,7.5,Yes
S5715,88.9,23.9,4.8,No
S5716,71.27,23.9,6.9,No
S5717,57.69,25.5,8.8,Yes
S5718,98.82,18.1,5.1,Yes
S5719,62.1,25,5.6,No
S5720,85.88,8.9,5.9,Yes
S5721,57.16,5.8,5.8,Yes
S5722,66.45,21.2,7.1,No
S5723,72.1,7.6,5.2,Yes
S5724,59.61,18.8,6.5,No
S5725,72.5,23,6,No
S5726,57.86,15.2,7.2,Yes
S5727,77.95,6.1,5.2,Yes
S5728,83.19,27.2,6.8,Yes
S5729,53.12,6.1,7.7,No
S5730,93.56,27.6,7.5,Yes
S5731,59.26,6.3,8.2,No
S5732,61.27,23.4,8.8,Yes
S5733,83.07,28.1,8.3,No
S5734,73.44,27.7,8.7,No
S5735,74.97,27.3,4.1,Yes
S5736,56.41,27.1,7.1,No
S5737,90.29,17.8,5.3,No
S5738,80.85,18.9,8,No
S5739,56.77,20.5,8.1,Yes
S5740,68.7,27.4,4.2,Yes
S5741,90.52,26,7,Yes
S5742,78.42,24.6,8.3,Yes
S5743,55.43,21.9,6.9,Yes
S5744,68.64,20.5,6.1,Yes
S5745,62.13,28.1,4.4,Yes
S5746,75.87,9.8,7.7,No
S5747,92.17,9.8,4.4,No
S5748,71.81,29.6,7,Yes
S5749,71.67,18.8,8.6,No
S5750,95.27,17.1,6.1,Yes
S5751,78.81,26.3,7.9,No
S5752,78.31,26.2,8,Yes
S5753,63.1,9.4,4.1,No
S5754,80.39,9.3,8.6,No
S5755,78.8,24.9,4.9,No
S5756,69.84,24.6,5.4,Yes
S5757,99.53,10.6,8.4,Yes
S5758,94.09,26,7.4,No
S5759,87.48,17,5.9,No
S5760,76.87,16.7,4.4,No
S5761,73.1,29.6,5.9,Yes
S5762,59.24,18,8.8,Yes
S5763,65.29,8.4,4.5,Yes
S5764,88.7,12,8.2,Yes
S5765,72.69,13.3,5.6,No
S5766,94.11,29,7.3,Yes
S5767,57.4,11.6,7.2,No
S5768,75.42,15.8,5.6,No
S5769,82.35,23.7,4.3,Yes
S5770,75.84,11.9,4.7,Yes
S5771,94.46,22.5,6.8,Yes
S5772,99.48,10.2,8.7,Yes
S5773,55.79,11.1,8.6,Yes
S5774,56.5,29.7,4.6,No
S5775,56.52,14.2,8.4,No
S5776,84.06,23.2,5.2,Yes
S5777,68.63,26,8.5,No
S5778,86.67,13.7,7.8,No
S5779,70.27,13.9,8.8,Yes
S5780,81.38,24.3,6.2,No
S5781,88.49,20.2,7.7,No
S5782,77.41,14,7.7,No
S5783,76.98,23.7,6.5,Yes
S5784,54.41,26.6,8.9,Yes
S5785,70.54,10.9,5.2,No
S5786,77.29,5.6,8.9,Yes
S5787,73.1,11.9,8.1,No
S5788,95.04,21.9,7.1,No
S5789,95.33,27.9,4.4,Yes
S5790,91.1,26.6,5.3,Yes
S5791,68.76,10.6,8.2,Yes
S5792,85.86,27,7.6,No
S5793,69.76,25.3,8.8,Yes
S5794,61.63,23.4,6,No
S5795,67.15,22.2,8.5,Yes
S5796,53.55,25.2,8.3,Yes
S5797,66.59,26.5,8.8,Yes
S5798,73.04,25.5,5.4,Yes
S5799,97.77,8,6.5,No
S5800,65.67,23.1,4.4,Yes
S5801,95.12,26,7,No
S5802,61.44,9.6,7.7,No
S5803,59.55,10.3,5.2,Yes
S5804,75.95,24.6,4.8,No
S5805,83.63,13.6,7.2,No
S5806,52.22,15,6,No
S5807,61.05,14.4,6.1,Yes
S5808,72.78,10.3,6.4,Yes
S5809,66.55,28.5,6.6,Yes
S5810,85.63,25.1,5,Yes
S5811,75.56,11.3,6.9,No
S5812,58.02,7.7,4.3,No
S5813,94.72,14.3,4.6,Yes
S5814,64.65,15.4,7.6,No
S5815,86.56,5.2,7.7,No
S5816,89,27.2,5.3,No
S5817,98.16,26.3,4.9,Yes
S5818,74.93,26.3,4.3,No
S5819,80.79,25.1,6.1,Yes
S5820,66.74,23.3,6.5,Yes
S5821,83.91,20.9,8.5,No
S5822,73.17,29,4,No
S5823,71.88,22.8,6,No
S5824,92.77,20.8,6.1,No
S5825,52.51,24.7,8.4,No
S5826,94.1,11.2,5,Yes
S5827,92.6,29.2,4.3,Yes
S5828,75.32,5.5,5.9,No
S5829,74.51,21.2,7.1,Yes
S5830,68.09,6.9,8.3,Yes
S5831,99.71,26.3,5.3,Yes
S5832,55.56,29.2,5.3,No
S5833,79.51,15.2,5.6,No
S5834,84.08,26.4,4.6,Yes
S5835,96.72,13.4,8.9,No
S5836,89.01,9,6.7,Yes
S5837,82.19,11.9,5.4,Yes
S5838,55.84,12.5,5.8,No
S5839,68.69,20.8,8.3,No
S5840,56.94,24.9,7.4,Yes
S5841,94.06,10.1,6.8,Yes
S5842,87.48,7.2,7.6,No
S5843,87.88,10.5,7.8,No
S5844,82.61,12.4,5,Yes
S5845,75.35,12,4.8,No
S5846,57.5,10.5,8.8,No
S5847,66.48,16.7,4.9,No
S5848,56.85,26.4,6.3,Yes
S5849,86.25,7.5,8.9,No
S5850,58.01,26.6,6.1,Yes
S5851,85.11,17.4,6.6,No
S5852,84.61,21.5,8,Yes
S5853,72.97,25.4,5.7,Yes
S5854,56.76,12.6,6.2,Yes
S5855,65.74,28.9,5.7,No
S5856,66,7.1,5.4,Yes
S5857,85.02,18.2,6.4,No
S5858,55.69,11.4,7.7,Yes
S5859,91.45,15.2,8.3,Yes
S5860,88.05,16.2,6.4,Yes
S5861,59.32,27.9,5.6,Yes
S5862,85.96,16,8.6,Yes
S5863,83.43,22.4,5.7,No
S5864,87.41,28.8,7.9,No
S5865,59.45,17.4,7.7,Yes
S5866,57.88,15.2,4.2,No
S5867,61.82,29.3,4.9,Yes
S5868,68.29,25.7,6.9,No
S5869,89.68,28.5,8.3,Yes
S5870,86.9,14.9,7,No
S5871,96.27,22.4,7.7,No
S5872,52.93,11.2,7.7,No
S5873,50.58,26.6,6.5,Yes
S5874,84.96,28.3,6.8,No
S5875,63.96,11.7,4.4,No
S5876,66.7,7.6,8.6,Yes
S5877,77.34,10,7.4,No
S5878,55.12,20.8,4.8,Yes
S5879,82.13,11.8,5.2,No
S5880,66.26,21,4,Yes
S5881,81.64,13.8,5.3,Yes
S5882,91.7,27.9,5.6,Yes
S5883,58.56,16.3,7.4,Yes
S5884,96.54,17.4,6.4,Yes
S5885,76.53,13.7,8.2,Yes
S5886,96.15,6.8,4.4,Yes
S5887,60.39,17.3,7.5,Yes
S5888,80.23,24.4,8.4,No
S5889,70.19,28.8,6.1,No
S5890,88.71,6.9,5.4,No
S5891,80.3,24.9,6.2,No
S5892,74.73,11.7,7.9,Yes
S5893,95.65,25.6,8.6,No
S5894,68.86,13.6,4.3,Yes
S5895,61,7.9,6.6,No
S5896,80.41,20.3,7.2,Yes
S5897,81.2,27.3,4.1,Yes
S5898,71.95,9.5,4.9,No
S5899,74.33,5.5,4.3,Yes
S5900,97.98,27.1,5.5,Yes
S5901,86.63,22.4,5,Yes
S5902,55.53,25.2,6.4,No
S5903,60.61,6.5,7.3,No
S5904,98.78,27.3,8.2,No
S5905,86.32,15.5,5.5,No
S5906,95.75,27.4,4.3,No
S5907,65.19,6.6,4,No
S5908,87.09,27.1,8.2,Yes
S5909,85.7,21.8,8.4,No
S5910,64.73,18.9,4.5,No
S5911,77.54,6.5,4.1,No
S5912,81.37,22.2,8,Yes
S5913,74.06,19.9,7.2,No
S5914,91.36,23.2,6.8,Yes
S5915,91.64,22.9,6.7,Yes
S5916,92.53,16.1,7.9,Yes
S5917,90.17,10.1,5.5,Yes
S5918,74.4,28,5.9,No
S5919,69.07,28.1,4.4,No
S5920,91.57,10.3,6.8,No
S5921,74.51,20.8,8.8,Yes
S5922,62.32,10.1,5.4,Yes
S5923,75.37,26.5,8.6,Yes
S5924,57.09,7.5,7.6,No
S5925,84.58,29.8,5.2,Yes
S5926,66.8,20.3,7.3,No
S5927,63.03,5.6,5.8,Yes
S5928,97.83,27,4.6,No
S5929,88.84,22.1,4.5,No
S5930,89.35,22.4,4.1,Yes
S5931,81.19,11.9,8,No
S5932,91.96,13.4,8.4,Yes
S5933,87.96,27.9,6.4,No
S5934,79.94,20.9,6.6,No
S5935,98.06,5.4,7.5,Yes
S5936,59.58,13.2,7.5,Yes
S5937,97.17,20,5.6,No
S5938,70.07,8.7,4.8,Yes
S5939,76.42,7.5,6.2,No
S5940,56.14,6.5,7.5,No
S5941,77.01,20.8,8,No
S5942,80.56,13,4.4,No
S5943,99.89,14.3,6.9,No
S5944,98.76,6.5,4.3,No
S5945,98.32,23.5,8.1,Yes
S5946,67.42,24.2,7.3,Yes
S5947,99.56,25.7,7.5,No
S5948,72.77,21.3,7.8,Yes
S5949,92.59,24.3,6.5,No
S5950,60.82,19.4,5.5,No
S5951,75.29,17.3,7.9,Yes
S5952,98.3,11.5,7.9,Yes
S5953,97.35,6.3,4.7,Yes
S5954,84.19,12.3,8.5,Yes
S5955,89.89,22.1,5.1,Yes
S5956,58.82,28.2,5.5,No
S5957,86.08,11.4,5.1,No
S5958,80.9,21.7,8.8,Yes
S5959,54.58,17,5.5,Yes
S5960,55.66,20.7,8.9,Yes
S5961,55.42,5,7.2,Yes
S5962,86.22,8.1,4.9,No
S5963,57.09,10.4,6.8,Yes
S5964,73.39,27.3,8.4,Yes
S5965,67.85,6,6.8,No
S5966,77.53,19.2,4.7,Yes
S5967,85.32,28.2,5.4,Yes
S5968,84.24,21.3,5.1,Yes
S5969,75.78,17.1,4.6,No
S5970,73.22,14.6,5.6,No
S5971,69.89,20.6,7.3,Yes
S5972,93.1,17,5.9,No
S5973,66.54,22.6,6.2,No
S5974,62.97,20.4,5.6,No
S5975,87.17,19.2,9,No
S5976,67.99,28.9,6.9,Yes
S5977,92.35,25.9,8.2,No
S5978,66.39,20.2,6.2,No
S5979,85.1,18.5,4.8,No
S5980,52.26,23.1,8.2,No
S5981,69.28,25.1,7.8,No
S5982,67.16,12.4,5.6,No
S5983,90.83,21.7,7,Yes
S5984,98.35,8.4,4.5,Yes
S5985,73.04,15.8,4.1,Yes
S5986,91.24,28.5,8.1,Yes
S5987,84.98,13.2,8.7,Yes
S5988,98.37,8.9,5.7,Yes
S5989,90.56,8.7,7,No
S5990,53.87,14.8,7.6,Yes
S5991,85.66,10.6,7.7,Yes
S5992,76.77,15.7,6.4,No
S5993,50.82,23,7.1,No
S5994,62.57,27.2,7.3,No
S5995,96.09,7.8,4.5,No
S5996,96.3,24.2,7.2,No
S5997,89.94,7.6,6.6,No
S5998,99.09,14.5,5.9,Yes
S5999,90.33,29.9,5.3,Yes
